cohort,id,question,event_title,created_at,end_date,volume,decision
train,1359819,"Will the US next strike Iran on March 21, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:13+00:00,2026-03-31 00:00:00+00:00,315066.694084,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359820,"Will the US next strike Iran on March 22, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:13+00:00,2026-03-31 00:00:00+00:00,361260.81219,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359821,"Will the US next strike Iran on March 23, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:14+00:00,2026-03-31 00:00:00+00:00,343754.582294,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359822,"Will the US next strike Iran on March 24, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:15+00:00,2026-03-31 00:00:00+00:00,313688.907946,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359823,"Will the US next strike Iran on March 25, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:15+00:00,2026-03-31 00:00:00+00:00,302780.024788,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359824,"Will the US next strike Iran on March 26, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:16+00:00,2026-03-31 00:00:00+00:00,314445.277357,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359825,"Will the US next strike Iran on March 27, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:17+00:00,2026-03-31 00:00:00+00:00,249782.818843,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359826,"Will the US next strike Iran on March 28, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:17+00:00,2026-03-31 00:00:00+00:00,260935.812765,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359827,"Will the US next strike Iran on March 29, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:18+00:00,2026-03-31 00:00:00+00:00,337810.325944,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359828,"Will the US next strike Iran on March 30, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:18+00:00,2026-03-31 00:00:00+00:00,412510.139262,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1359829,"Will the US next strike Iran on March 31, 2026 (ET)?",US next strikes Iran on...?,2026-02-09 15:43:19+00:00,2026-03-31 00:00:00+00:00,796197.554782,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385893,"Will the US next strike Iran during the week of February 15-21, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:33+00:00,2026-04-04 00:00:00+00:00,51396.567776,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385894,"Will the US next strike Iran during the week of February 22-28, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:34+00:00,2026-04-04 00:00:00+00:00,232929.691155,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385895,"Will the US next strike Iran during the week of March 1-7, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:35+00:00,2026-04-04 00:00:00+00:00,2542436.738367,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385896,"Will the US next strike Iran during the week of March 8-14, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:35+00:00,2026-04-04 00:00:00+00:00,336172.390267,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385897,"Will the US next strike Iran during the week of March 15-21, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:36+00:00,2026-04-04 00:00:00+00:00,51669.449131,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385898,"Will the US next strike Iran during the week of March 22-28, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:36+00:00,2026-04-04 00:00:00+00:00,39315.445884,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,1385899,"Will the US next strike Iran during the week of March 29-April 4, 2026 (ET)?",When will the US next strike Iran? (Week),2026-02-16 16:57:37+00:00,2026-04-04 00:00:00+00:00,49595.555574,"EXCLUDE (parallel 'next strike' ladder, different resolution mechanic)"
train,254194,US response to Iran’s drone attack by Jan 31?,US response to Iran’s drone attack by Jan 31?,2024-01-30 03:01:52+00:00,2024-01-31 00:00:00+00:00,111917.760079,"EXCLUDE (response to Iran drone, different event)"
train,504566,Iran strike on US military in August?,Iran strike on US military in August?,2024-08-05 18:54:49+00:00,2024-08-31 12:00:00+00:00,110561.058601,EXCLUDE (reversed direction: Iran→US)
train,505863,Iran strike on US military before October?,Iran strike on US military before October?,2024-08-26 21:15:48+00:00,2024-09-30 12:00:00+00:00,61620.761155,EXCLUDE (reversed direction: Iran→US)
train,507743,Iran strike on US military before November?,Iran strike on US military before November?,2024-09-23 18:35:57+00:00,2024-10-31 12:00:00+00:00,246822.701761,EXCLUDE (reversed direction: Iran→US)
train,1168450,Iran strike on US military by January 31?,Iran strike on US military by January 31?,2026-01-12 17:10:04+00:00,2026-01-31 00:00:00+00:00,310860.275666,EXCLUDE (reversed direction: Iran→US)
train,1198784,Iran strike on US military by February 28?,Iran strike on US military by February 28?,2026-01-16 15:26:30+00:00,2026-02-28 00:00:00+00:00,784435.306721,EXCLUDE (reversed direction: Iran→US)
train,1394342,Iran strike on US military by March 31?,Iran strike on US military by March 31?,2026-02-18 21:11:41+00:00,2026-03-31 00:00:00+00:00,439.994438,EXCLUDE (reversed direction: Iran→US)
train,554688,Another US military action against Iran by Sunday?,Another US military action against Iran by Sunday?,2025-06-22 00:25:18+00:00,2025-06-22 20:55:00+00:00,629849.082123,EXCLUDE (sequel-action family)
train,554695,Another US military action against Iran by Monday?,Another US military action against Iran by Monday?,2025-06-22 00:35:38+00:00,2025-06-23 00:00:00+00:00,1032749.912695,EXCLUDE (sequel-action family)
train,554707,Another US military action against Iran by June 30?,Another US military action against Iran by June 30?,2025-06-22 00:49:49+00:00,2025-06-30 00:00:00+00:00,997664.015782,EXCLUDE (sequel-action family)
train,555100,Another US military action against Iran by Wednesday?,Another US military action against Iran by Wednesday?,2025-06-23 16:18:13+00:00,2025-06-25 00:00:00+00:00,135402.592413,EXCLUDE (sequel-action family)
train,555101,Another US military action against Iran by Friday?,Another US military action against Iran by Friday?,2025-06-23 16:19:19+00:00,2025-06-27 00:00:00+00:00,209594.368967,EXCLUDE (sequel-action family)
train,555103,Another US military action against Iran by Tuesday?,Another US military action against Iran by Tuesday?,2025-06-23 16:55:05+00:00,2025-06-24 00:00:00+00:00,184218.668436,EXCLUDE (sequel-action family)
train,556125,Another US military action against Iran before August?,Another US military action against Iran before August?,2025-06-26 21:38:11+00:00,2025-07-31 00:00:00+00:00,315624.381713,EXCLUDE (sequel-action family)
train,556126,Another US military action against Iran before 2026?,Another US military action against Iran before 2026?,2025-06-26 21:40:11+00:00,2025-12-31 00:00:00+00:00,1185190.980067,EXCLUDE (sequel-action family)
train,984440,"US strikes Iran by December 31, 2025?",US strikes Iran by...?,2025-12-20 23:36:49+00:00,2026-06-30 00:00:00+00:00,19193.115593,INCLUDE (train canonical)
train,984441,"US strikes Iran by March 31, 2026?",US strikes Iran by...?,2025-12-20 23:36:49+00:00,2026-06-30 00:00:00+00:00,22213247.327937,INCLUDE (train canonical)
train,984442,"US strikes Iran by June 30, 2026?",US strikes Iran by...?,2025-12-20 23:36:50+00:00,2026-06-30 00:00:00+00:00,9193272.467516,INCLUDE (train canonical)
train,1092199,"US strikes Iran by January 31, 2026?",US strikes Iran by...?,2026-01-03 01:33:05+00:00,2026-01-31 00:00:00+00:00,41754060.055673,INCLUDE (train canonical)
train,1139590,"US strikes Iran by January 11, 2026?",US strikes Iran by...?,2026-01-08 21:43:08+00:00,2026-01-31 00:00:00+00:00,3035454.333842,INCLUDE (train canonical)
train,1157511,"US strikes Iran by January 12, 2026?",US strikes Iran by...?,2026-01-11 05:19:44+00:00,2026-01-31 00:00:00+00:00,1743134.617493,INCLUDE (train canonical)
train,1157512,"US strikes Iran by January 13, 2026?",US strikes Iran by...?,2026-01-11 05:19:57+00:00,2026-01-31 00:00:00+00:00,3335542.878218,INCLUDE (train canonical)
train,1157513,"US strikes Iran by January 16, 2026?",US strikes Iran by...?,2026-01-11 05:20:14+00:00,2026-01-31 00:00:00+00:00,8491722.888278,INCLUDE (train canonical)
train,1168862,"US strikes Iran by January 23, 2026?",US strikes Iran by...?,2026-01-12 17:48:38+00:00,2026-01-31 00:00:00+00:00,12296618.229974,INCLUDE (train canonical)
train,1175504,"US strikes Iran by January 14, 2026?",US strikes Iran by...?,2026-01-13 16:00:07+00:00,2026-01-14 00:00:00+00:00,13619741.635223,INCLUDE (train canonical)
train,1175524,"US strikes Iran by January 15, 2026?",US strikes Iran by...?,2026-01-13 16:00:38+00:00,2026-01-15 00:00:00+00:00,7975001.728113,INCLUDE (train canonical)
train,1175547,"US strikes Iran by January 17, 2026?",US strikes Iran by...?,2026-01-13 16:02:35+00:00,2026-01-17 00:00:00+00:00,3823998.430446,INCLUDE (train canonical)
train,1175548,"US strikes Iran by January 18, 2026?",US strikes Iran by...?,2026-01-13 16:03:05+00:00,2026-01-18 00:00:00+00:00,5468912.658799,INCLUDE (train canonical)
train,1198423,"US strikes Iran by February 28, 2026?",US strikes Iran by...?,2026-01-16 14:49:30+00:00,2026-01-31 00:00:00+00:00,89652867.363489,INCLUDE (train canonical)
train,1236230,"US strikes Iran by January 26, 2026?",US strikes Iran by...?,2026-01-21 19:04:49+00:00,2026-01-31 00:00:00+00:00,6908537.995966,INCLUDE (train canonical)
train,1252874,"US strikes Iran by January 24, 2026?",US strikes Iran by...?,2026-01-23 21:30:29+00:00,2026-01-31 00:00:00+00:00,2924662.057622,INCLUDE (train canonical)
train,1252875,"US strikes Iran by January 25, 2026?",US strikes Iran by...?,2026-01-23 21:30:29+00:00,2026-01-31 00:00:00+00:00,2703691.749324,INCLUDE (train canonical)
train,1252876,"US strikes Iran by January 27, 2026?",US strikes Iran by...?,2026-01-23 21:32:33+00:00,2026-01-31 00:00:00+00:00,2498073.769815,INCLUDE (train canonical)
train,1252877,"US strikes Iran by January 28, 2026?",US strikes Iran by...?,2026-01-23 21:32:33+00:00,2026-01-31 00:00:00+00:00,1950685.08622,INCLUDE (train canonical)
train,1252878,"US strikes Iran by January 29, 2026?",US strikes Iran by...?,2026-01-23 21:32:34+00:00,2026-01-31 00:00:00+00:00,3064539.327948,INCLUDE (train canonical)
train,1252879,"US strikes Iran by January 30, 2026?",US strikes Iran by...?,2026-01-23 21:32:34+00:00,2026-01-31 00:00:00+00:00,3469658.942738,INCLUDE (train canonical)
train,1273609,"US strikes Iran by February 6, 2026?",US strikes Iran by...?,2026-01-26 22:35:11+00:00,2026-01-31 00:00:00+00:00,9750255.569183,INCLUDE (train canonical)
train,1273610,"US strikes Iran by February 13, 2026?",US strikes Iran by...?,2026-01-26 22:35:31+00:00,2026-01-31 00:00:00+00:00,15146244.148657,INCLUDE (train canonical)
train,1294616,"US strikes Iran by February 1, 2026?",US strikes Iran by...?,2026-01-29 18:35:44+00:00,2026-02-01 00:00:00+00:00,6629658.109989,INCLUDE (train canonical)
train,1294617,"US strikes Iran by February 2, 2026?",US strikes Iran by...?,2026-01-29 18:36:15+00:00,2026-02-02 00:00:00+00:00,4246232.054818,INCLUDE (train canonical)
train,1294626,"US strikes Iran by February 3, 2026?",US strikes Iran by...?,2026-01-29 18:41:05+00:00,2026-02-03 00:00:00+00:00,3763165.08593,INCLUDE (train canonical)
train,1294627,"US strikes Iran by February 4, 2026?",US strikes Iran by...?,2026-01-29 18:44:15+00:00,2026-02-04 00:00:00+00:00,3844340.239002,INCLUDE (train canonical)
train,1294628,"US strikes Iran by February 5, 2026?",US strikes Iran by...?,2026-01-29 18:44:41+00:00,2026-02-05 00:00:00+00:00,4461531.494124,INCLUDE (train canonical)
train,1320793,"US strikes Iran by February 20, 2026?",US strikes Iran by...?,2026-02-02 17:44:58+00:00,2026-01-31 00:00:00+00:00,18810054.309004,INCLUDE (train canonical)
train,1335518,"US strikes Iran by February 7, 2026?",US strikes Iran by...?,2026-02-04 20:17:23+00:00,2026-02-07 00:00:00+00:00,3615405.428671,INCLUDE (train canonical)
train,1335519,"US strikes Iran by February 8, 2026?",US strikes Iran by...?,2026-02-04 20:18:10+00:00,2026-01-31 00:00:00+00:00,3821141.563192,INCLUDE (train canonical)
train,1335520,"US strikes Iran by February 9, 2026?",US strikes Iran by...?,2026-02-04 20:18:29+00:00,2026-01-31 00:00:00+00:00,17561112.38258,INCLUDE (train canonical)
train,1360603,"US strikes Iran by February 10, 2026?",US strikes Iran by...?,2026-02-09 17:46:06+00:00,2026-01-31 00:00:00+00:00,10496936.710301,INCLUDE (train canonical)
train,1360604,"US strikes Iran by February 11, 2026?",US strikes Iran by...?,2026-02-09 17:46:26+00:00,2026-01-31 00:00:00+00:00,4493523.617713,INCLUDE (train canonical)
train,1360606,"US strikes Iran by February 12, 2026?",US strikes Iran by...?,2026-02-09 17:46:49+00:00,2026-01-31 00:00:00+00:00,4187886.303797,INCLUDE (train canonical)
train,1367164,"US strikes Iran by February 14, 2026?",US strikes Iran by...?,2026-02-11 20:11:20+00:00,2026-01-31 00:00:00+00:00,4140716.376732,INCLUDE (train canonical)
train,1367165,"US strikes Iran by February 15, 2026?",US strikes Iran by...?,2026-02-11 20:11:57+00:00,2026-01-31 00:00:00+00:00,4542348.31023,INCLUDE (train canonical)
train,1367166,"US strikes Iran by February 16, 2026?",US strikes Iran by...?,2026-02-11 20:12:20+00:00,2026-01-31 00:00:00+00:00,4855989.897672,INCLUDE (train canonical)
train,1367167,"US strikes Iran by February 17, 2026?",US strikes Iran by...?,2026-02-11 20:12:40+00:00,2026-01-31 00:00:00+00:00,5599406.178744,INCLUDE (train canonical)
train,1367168,"US strikes Iran by February 18, 2026?",US strikes Iran by...?,2026-02-11 20:13:02+00:00,2026-01-31 00:00:00+00:00,7408762.844932,INCLUDE (train canonical)
train,1367169,"US strikes Iran by February 19, 2026?",US strikes Iran by...?,2026-02-11 20:13:19+00:00,2026-01-31 00:00:00+00:00,8798852.897859,INCLUDE (train canonical)
train,1367195,"US strikes Iran by March 15, 2026?",US strikes Iran by...?,2026-02-11 20:50:45+00:00,2026-06-30 00:00:00+00:00,6642886.294674,INCLUDE (train canonical)
train,1386650,"US strikes Iran by February 21, 2026?",US strikes Iran by...?,2026-02-16 19:51:58+00:00,2026-01-31 00:00:00+00:00,12250012.64819,INCLUDE (train canonical)
train,1386656,"US strikes Iran by February 22, 2026?",US strikes Iran by...?,2026-02-16 19:52:40+00:00,2026-01-31 00:00:00+00:00,12611170.017129,INCLUDE (train canonical)
train,1386657,"US strikes Iran by February 23, 2026?",US strikes Iran by...?,2026-02-16 19:53:14+00:00,2026-01-31 00:00:00+00:00,14022418.787406,INCLUDE (train canonical)
train,1386659,"US strikes Iran by February 24, 2026?",US strikes Iran by...?,2026-02-16 19:56:19+00:00,2026-01-31 00:00:00+00:00,16942273.879883,INCLUDE (train canonical)
train,1386661,"US strikes Iran by February 25, 2026?",US strikes Iran by...?,2026-02-16 19:57:49+00:00,2026-01-31 00:00:00+00:00,10517388.653279,INCLUDE (train canonical)
train,1386662,"US strikes Iran by February 26, 2026?",US strikes Iran by...?,2026-02-16 19:58:18+00:00,2026-01-31 00:00:00+00:00,14489547.184748,INCLUDE (train canonical)
train,1386664,"US strikes Iran by February 27, 2026?",US strikes Iran by...?,2026-02-16 19:59:23+00:00,2026-01-31 00:00:00+00:00,25087849.055634,INCLUDE (train canonical)
train,1388693,"US strikes Iran by December 31, 2026?",US strikes Iran by...?,2026-02-17 13:48:30+00:00,2026-06-30 00:00:00+00:00,1689785.078052,INCLUDE (train canonical)
train,1399042,"US strikes Iran by March 1, 2026?",US strikes Iran by...?,2026-02-19 18:53:57+00:00,2026-06-30 00:00:00+00:00,8093538.598696,INCLUDE (train canonical)
train,1399064,"US strikes Iran by March 2, 2026?",US strikes Iran by...?,2026-02-19 18:54:52+00:00,2026-06-30 00:00:00+00:00,3812922.010892,INCLUDE (train canonical)
train,1399065,"US strikes Iran by March 3, 2026?",US strikes Iran by...?,2026-02-19 18:56:09+00:00,2026-06-30 00:00:00+00:00,1917862.58627,INCLUDE (train canonical)
train,1399066,"US strikes Iran by March 4, 2026?",US strikes Iran by...?,2026-02-19 18:56:52+00:00,2026-06-30 00:00:00+00:00,1376485.033304,INCLUDE (train canonical)
train,1399067,"US strikes Iran by March 5, 2026?",US strikes Iran by...?,2026-02-19 18:57:33+00:00,2026-06-30 00:00:00+00:00,1565799.114246,INCLUDE (train canonical)
train,1399072,"US strikes Iran by March 6, 2026?",US strikes Iran by...?,2026-02-19 18:58:17+00:00,2026-06-30 00:00:00+00:00,1008203.888368,INCLUDE (train canonical)
train,1399088,"US strikes Iran by March 7, 2026?",US strikes Iran by...?,2026-02-19 19:00:28+00:00,2026-06-30 00:00:00+00:00,2470665.764037,INCLUDE (train canonical)
train,1437691,"US strikes Iran by March 8, 2026?",US strikes Iran by...?,2026-02-25 19:29:07+00:00,2026-06-30 00:00:00+00:00,539454.489312,INCLUDE (train canonical)
train,1437693,"US strikes Iran by March 9, 2026?",US strikes Iran by...?,2026-02-25 19:30:32+00:00,2026-06-30 00:00:00+00:00,379809.929668,INCLUDE (train canonical)
train,1437723,"US strikes Iran by March 10, 2026?",US strikes Iran by...?,2026-02-25 19:32:28+00:00,2026-06-30 00:00:00+00:00,269970.023794,INCLUDE (train canonical)
train,1437724,"US strikes Iran by March 11, 2026?",US strikes Iran by...?,2026-02-25 19:35:28+00:00,2026-06-30 00:00:00+00:00,190483.150126,INCLUDE (train canonical)
train,1437725,"US strikes Iran by March 12, 2026?",US strikes Iran by...?,2026-02-25 19:36:51+00:00,2026-06-30 00:00:00+00:00,197657.974949,INCLUDE (train canonical)
train,1437734,"US strikes Iran by March 13, 2026?",US strikes Iran by...?,2026-02-25 19:38:14+00:00,2026-06-30 00:00:00+00:00,283107.338609,INCLUDE (train canonical)
train,1437735,"US strikes Iran by March 14, 2026?",US strikes Iran by...?,2026-02-25 19:39:13+00:00,2026-06-30 00:00:00+00:00,0.0,INCLUDE (train canonical)
train,1437737,"US strikes Iran by March 14, 2026?",US strikes Iran by...?,2026-02-25 19:40:10+00:00,2026-06-30 00:00:00+00:00,357945.7646,INCLUDE (train canonical)
